latitude,longitude,place,url,name,img
41.15132177,-8.632580631,porto,https://sigarra.up.pt/flup/en/web_page.inicial,University of Porto,https://uni-foundation.eu/wp-content/uploads/2019/05/uporto_logo-print_blcktransp_600ppi.jpg
40.62878444,-8.628540489,aveiro,https://www.bioinsight.pt/,Bioinsights,https://tethys.pnnl.gov/sites/default/files/styles/captioned_400xauto/public/taxonomy-images/bioinsight-logo.jpg
38.7494275,-9.155177329,lisboa_1,https://www.igot.ulisboa.pt/?lang=en,University of Lisbon,https://upload.wikimedia.org/wikipedia/commons/3/34/ULisboa_logo.svg
38.72621787,-9.158352402,lisboa_2,https://www.dgterritorio.gov.pt/?language=en,GDT,https://www.dgterritorio.gov.pt/sites/default/files/DGT.png
46.49475661,11.34744999,bolzano,https://www.eurac.edu/en/institutes-centers/institute-for-earth-observation,EURAC,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Eurac-logo-CMYK.svg/2000px-Eurac-logo-CMYK.svg.png
49.7887684,9.935622551,wurzburg,https://www.geographie.uni-wuerzburg.de/en/fernerkundung/startseite/,University of Wurzburg,https://www.geographie.uni-wuerzburg.de/typo3conf/ext/uw_sitepackage/Resources/Public/Images/uni-wuerzburg-logo.svg
51.31856233,12.39561078,leipzig,https://www.idiv.de/en,iDiv,https://www.idiv.de/fileadmin/templates/images/logo.png
